hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
534203010,534203010,534203,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,2,1,1,0,10,11
534214010,534214010,534214,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534215010,534215010,534215,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534215020,534215020,534215,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
534227010,534227010,534227,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534227020,534227020,534227,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534233010,534233010,534233,010,,,,2,,,0,,,,,0,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,4,1,0,1,10,13
534233020,534233020,534233,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
534238010,534238010,534238,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534238020,534238020,534238,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534241010,534241010,534241,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534241020,534241020,534241,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534260010,534260010,534260,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534260020,534260020,534260,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534272010,534272010,534272,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534272020,534272020,534272,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534274010,534274010,534274,010,,,,,1,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534292010,534292010,534292,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534302010,534302010,534302,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534302020,534302020,534302,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534319010,534319010,534319,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534319020,534319020,534319,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
534328010,534328010,534328,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534356010,534356010,534356,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534356020,534356020,534356,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534359010,534359010,534359,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
534369010,534369010,534369,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,2,0,0,0,10,11
534381010,534381010,534381,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534404010,534404010,534404,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534406010,534406010,534406,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534422010,534422010,534422,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534422020,534422020,534422,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,1,,1,5,,3,0,0,0,10,13
534426010,534426010,534426,010,,,1,,2,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,4,2,1,1,10,13
534434010,534434010,534434,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534436010,534436010,534436,010,,,,,,2,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,4,1,0,1,10,13
534440010,534440010,534440,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534444010,534444010,534444,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534444020,534444020,534444,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534445010,534445010,534445,010,,,,1,,1,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,3,2,2,0,11,13
534445020,534445020,534445,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534454010,534454010,534454,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534455010,534455010,534455,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534468010,534468010,534468,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
534483010,534483010,534483,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
534488010,534488010,534488,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,4,0,0,0,10,13
534488020,534488020,534488,020,,,,,,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,0,,,,,1,,1,5,,3,0,0,0,10,13
534501010,534501010,534501,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534501020,534501020,534501,020,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,4,1,1,0,10,13
534517010,534517010,534517,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534517020,534517020,534517,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534530010,534530010,534530,010,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
534537010,534537010,534537,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534537020,534537020,534537,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534538010,534538010,534538,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
534538020,534538020,534538,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534540020,534540020,534540,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534546010,534546010,534546,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534549010,534549010,534549,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534567010,534567010,534567,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534567020,534567020,534567,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534582010,534582010,534582,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534586010,534586010,534586,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534586020,534586020,534586,020,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
534598010,534598010,534598,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534600010,534600010,534600,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,1,,2,1,5,3,1,1,0,10,13
534600020,534600020,534600,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,1,,2,1,5,3,1,1,0,10,13
534629010,534629010,534629,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534629020,534629020,534629,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534632010,534632010,534632,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534632020,534632020,534632,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534640010,534640010,534640,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534645010,534645010,534645,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534645020,534645020,534645,020,,,1,,2,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,4,2,1,1,10,13
534648010,534648010,534648,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534649010,534649010,534649,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534649020,534649020,534649,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534658010,534658010,534658,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534658020,534658020,534658,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534666010,534666010,534666,010,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
534666020,534666020,534666,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534669010,534669010,534669,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,2,1,1,0,10,11
534673010,534673010,534673,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
534694010,534694010,534694,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534694020,534694020,534694,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534696010,534696010,534696,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,4,1,1,0,10,13
534696020,534696020,534696,020,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
534698010,534698010,534698,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
534698020,534698020,534698,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534702010,534702010,534702,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534714010,534714010,534714,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534714020,534714020,534714,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534766010,534766010,534766,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534777010,534777010,534777,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
534780010,534780010,534780,010,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,0,0,0,12,12
534780020,534780020,534780,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534796010,534796010,534796,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534796020,534796020,534796,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534800010,534800010,534800,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,1,,2,1,5,3,0,0,0,10,13
534800020,534800020,534800,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,1,,2,1,5,3,0,0,0,10,13
534811010,534811010,534811,010,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
534811020,534811020,534811,020,,,,,1,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534819010,534819010,534819,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
534820010,534820010,534820,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,1,,4,1,5,3,0,0,0,10,13
534836010,534836010,534836,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
534854010,534854010,534854,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,2,0,0,0,10,11
534862010,534862010,534862,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534862020,534862020,534862,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,3,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
534873010,534873010,534873,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534873020,534873020,534873,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534877010,534877010,534877,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
534877020,534877020,534877,020,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,3,1,1,0,10,12
534883010,534883010,534883,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
534883020,534883020,534883,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534897010,534897010,534897,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534897020,534897020,534897,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534904010,534904010,534904,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,1,,1,5,,3,0,0,0,10,13
534904020,534904020,534904,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,1,,2,1,5,0,,,,,2,0,0,0,10,12
534923010,534923010,534923,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
534925010,534925010,534925,010,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,1,0,0,0,11,11
534925020,534925020,534925,020,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,2,1,1,0,10,11
534984010,534984010,534984,010,,,1,,,,0,,,,,0,,,,,1,1,1,5,1,1,,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
534989010,534989010,534989,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
534989020,534989020,534989,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
534998010,534998010,534998,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534998020,534998020,534998,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535002010,535002010,535002,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535027010,535027010,535027,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535027020,535027020,535027,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535038010,535038010,535038,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535051010,535051010,535051,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535051020,535051020,535051,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,3,1,1,1,,1,5,,0,,,,,3,0,0,0,10,12
535052010,535052010,535052,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
535056010,535056010,535056,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535057010,535057010,535057,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535061010,535061010,535061,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
535061020,535061020,535061,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
535062010,535062010,535062,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
535062011,535062011,535062,011,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
535064010,535064010,535064,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
535111010,535111010,535111,010,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,,1,5,,0,,,,,2,0,0,0,10,12
535112010,535112010,535112,010,,,,1,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,3,1,1,0,11,13
535112020,535112020,535112,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
535133010,535133010,535133,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
535162010,535162010,535162,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535162020,535162020,535162,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535163010,535163010,535163,010,,,,1,,1,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,3,2,2,0,11,13
535163020,535163020,535163,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
535168010,535168010,535168,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
535186010,535186010,535186,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535186020,535186020,535186,020,,,2,,1,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,1,1,10,13
535193010,535193010,535193,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
535196010,535196010,535196,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535196020,535196020,535196,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535196021,535196021,535196,021,,,,,1,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,2,1,1,0,12,13
535198010,535198010,535198,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
535198020,535198020,535198,020,,,,1,,1,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,3,2,2,0,11,13
535200010,535200010,535200,010,,,,,,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
535200020,535200020,535200,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,1,,2,1,5,1,,1,5,,3,0,0,0,10,13
535211010,535211010,535211,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
535213010,535213010,535213,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535213020,535213020,535213,020,,,2,,2,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,4,2,0,2,10,13
535218010,535218010,535218,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,2,1,1,1,,1,5,,4,1,1,0,10,13
535218020,535218020,535218,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,4,2,2,0,10,13
535227010,535227010,535227,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,2,1,1,0,10,11
535232010,535232010,535232,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
535232020,535232020,535232,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
535234010,535234010,535234,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
535234020,535234020,535234,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
535236010,535236010,535236,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535236020,535236020,535236,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
535236021,535236021,535236,021,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
535246010,535246010,535246,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
